state,position,name,screen_name,party,congress
MI,Senator,Debbie Stabenow,SenStabenow,D,116
AK,Senator,Dan Sullivan,SenDanSullivan,R,116
MT,Senator,Jon Tester,SenatorTester,D,116
SD,Senator,John Thune,SenJohnThune,R,116
NC,Senator,Thom Tillis,SenThomTillis,R,116
PA,Senator,Patrick Toomey,SenToomey,R,116
NM,Senator,Tom Udall,SenatorTomUdall,D,116
MD,Senator,Chris Van Hollen,ChrisVanHollen,D,116
VA,Senator,Mark Warner,MarkWarner,D,116
MA,Senator,Elizabeth Warren,SenWarren,D,116
RI,Senator,Sheldon Whitehouse,SenWhitehouse,D,116
MS,Senator,Roger Wicker,SenatorWicker,R,116
OR,Senator,Ron Wyden,RonWyden,D,116
IN,Senator,Todd Young,SenToddYoung,R,116
